nodename,batch,timestamp,task,data,in_rows,question,out_rows,out_cols,solution,version,git,fun,run,time_sec,mem_gb,cache,chk,chk_time_sec,comment,on_disk
ip-172-31-31-147,1698162420,1698175320.6514883,groupby,G1_1e8_2e0_0_0,100000000,mean v1:v3 by id4,2,4,spark,3.5.0,,.sql,2,0.439,0.023,TRUE,6.0;15.999;100.001,0.029,,FALSE
ip-172-31-31-147,1698162420,1698175327.5283,groupby,G1_1e8_2e0_0_0,100000000,sum v1:v3 by id6,43238066,4,spark,3.5.0,,.sql,1,6.1,0.023,TRUE,299988126;799952220;5000051370.457,0.532,,FALSE
ip-172-31-31-147,1698162420,1698175331.6709192,groupby,G1_1e8_2e0_0_0,100000000,sum v1:v3 by id6,43238066,4,spark,3.5.0,,.sql,2,3.862,0.023,TRUE,299988126;799952220;5000051370.457,0.093,,FALSE
ip-172-31-31-147,1698162420,1698175336.4924035,groupby,G1_1e8_2e0_0_0,100000000,max v1 - min v2 by id3,43233017,2,spark,3.5.0,,.sql,1,4.248,0.023,TRUE,-82715914,0.247,,FALSE
ip-172-31-31-147,1698162420,1698175340.6284819,groupby,G1_1e8_2e0_0_0,100000000,max v1 - min v2 by id3,43233017,2,spark,3.5.0,,.sql,2,3.787,0.023,TRUE,-82715914,0.166,,FALSE
ip-172-31-31-147,1698162420,1698175347.3876996,groupby,G1_1e8_2e0_0_0,100000000,largest two v3 by id6,72939140,2,spark,3.5.0,,.sql,1,5.907,0.023,TRUE,4191769306.196,0.503,,FALSE
ip-172-31-31-147,1698162420,1698175351.9353108,groupby,G1_1e8_2e0_0_0,100000000,largest two v3 by id6,72939140,2,spark,3.5.0,,.sql,2,4.265,0.023,TRUE,4191769306.196,0.093,,FALSE
ip-172-31-31-147,1698162420,1698175353.2639997,groupby,G1_1e8_2e0_0_0,100000000,regression v1 v2 by id2 id4,4,3,spark,3.5.0,,.sql,1,0.935,0.023,TRUE,0.0,0.036,,FALSE
ip-172-31-31-147,1698162420,1698175354.0155656,groupby,G1_1e8_2e0_0_0,100000000,regression v1 v2 by id2 id4,4,3,spark,3.5.0,,.sql,2,0.598,0.023,TRUE,0.0,0.024,,FALSE
ip-172-31-31-147,1698162420,1698175365.388753,groupby,G1_1e8_2e0_0_0,100000000,sum v3 count by id1:id6,100000000,8,spark,3.5.0,,.sql,1,10.453,0.023,TRUE,5000051370.457;100000000,0.521,,FALSE
ip-172-31-31-147,1698162420,1698175375.456874,groupby,G1_1e8_2e0_0_0,100000000,sum v3 count by id1:id6,100000000,8,spark,3.5.0,,.sql,2,9.163,0.023,TRUE,5000051370.457;100000000,0.191,,FALSE
ip-172-31-31-147,1698162420,1698175420.1782591,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1,100,2,spark,3.5.0,,.sql,1,0.862,0.022,TRUE,299991302,0.093,,FALSE
ip-172-31-31-147,1698162420,1698175420.8371682,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1,100,2,spark,3.5.0,,.sql,2,0.348,0.023,TRUE,299991302,0.036,,FALSE
ip-172-31-31-147,1698162420,1698175421.9403644,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1:id2,10000,3,spark,3.5.0,,.sql,1,0.864,0.023,TRUE,299991302,0.038,,FALSE
ip-172-31-31-147,1698162420,1698175423.022684,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1:id2,10000,3,spark,3.5.0,,.sql,2,0.789,0.023,TRUE,299991302,0.033,,FALSE
ip-172-31-31-147,1698162420,1698175427.752547,groupby,G1_1e8_1e2_0_1,100000000,sum v1 mean v3 by id3,1000000,3,spark,3.5.0,,.sql,1,4.224,0.023,TRUE,299991302;50001192.355,0.253,,FALSE
ip-172-31-31-147,1698162420,1698175432.186948,groupby,G1_1e8_1e2_0_1,100000000,sum v1 mean v3 by id3,1000000,3,spark,3.5.0,,.sql,2,3.993,0.023,TRUE,299991302;50001192.355,0.134,,FALSE
ip-172-31-31-147,1698162420,1698175433.391197,groupby,G1_1e8_1e2_0_1,100000000,mean v1:v3 by id4,100,4,spark,3.5.0,,.sql,1,0.965,0.023,TRUE,299.991;799.978;5000.104,0.058,,FALSE
ip-172-31-31-147,1698162420,1698175434.1991465,groupby,G1_1e8_1e2_0_1,100000000,mean v1:v3 by id4,100,4,spark,3.5.0,,.sql,2,0.651,0.023,TRUE,299.991;799.978;5000.104,0.031,,FALSE
ip-172-31-31-147,1698162420,1698175437.1373627,groupby,G1_1e8_1e2_0_1,100000000,sum v1:v3 by id6,1000000,4,spark,3.5.0,,.sql,1,2.495,0.023,TRUE,299991302;799978221;5000103937.772,0.228,,FALSE
ip-172-31-31-147,1698162420,1698175440.6589386,groupby,G1_1e8_1e2_0_1,100000000,sum v1:v3 by id6,1000000,4,spark,3.5.0,,.sql,2,3.196,0.023,TRUE,299991302;799978221;5000103937.772,0.074,,FALSE
ip-172-31-31-147,1698162420,1698175443.7599998,groupby,G1_1e8_1e2_0_1,100000000,max v1 - min v2 by id3,1000000,2,spark,3.5.0,,.sql,1,2.609,0.023,TRUE,3998729,0.243,,FALSE
ip-172-31-31-147,1698162420,1698175446.7620592,groupby,G1_1e8_1e2_0_1,100000000,max v1 - min v2 by id3,1000000,2,spark,3.5.0,,.sql,2,2.69,0.023,TRUE,3998729,0.149,,FALSE
ip-172-31-31-147,1698162420,1698175452.1114988,groupby,G1_1e8_1e2_0_1,100000000,largest two v3 by id6,2000000,2,spark,3.5.0,,.sql,1,4.898,0.023,TRUE,196996660.391,0.244,,FALSE
ip-172-31-31-147,1698162420,1698175456.1548808,groupby,G1_1e8_1e2_0_1,100000000,largest two v3 by id6,2000000,2,spark,3.5.0,,.sql,2,3.685,0.023,TRUE,196996660.391,0.186,,FALSE
ip-172-31-31-147,1698162420,1698175458.468869,groupby,G1_1e8_1e2_0_1,100000000,regression v1 v2 by id2 id4,10000,3,spark,3.5.0,,.sql,1,2.082,0.023,TRUE,1.007,0.042,,FALSE
ip-172-31-31-147,1698162420,1698175460.1688235,groupby,G1_1e8_1e2_0_1,100000000,regression v1 v2 by id2 id4,10000,3,spark,3.5.0,,.sql,2,1.524,0.023,TRUE,1.007,0.039,,FALSE
ip-172-31-31-147,1698162420,1698175472.0454514,groupby,G1_1e8_1e2_0_1,100000000,sum v3 count by id1:id6,100000000,8,spark,3.5.0,,.sql,1,11.204,0.023,TRUE,5000103937.772;100000000,0.436,,FALSE
ip-172-31-31-147,1698162420,1698175482.2059584,groupby,G1_1e8_1e2_0_1,100000000,sum v3 count by id1:id6,100000000,8,spark,3.5.0,,.sql,2,9.823,0.023,TRUE,5000103937.772;100000000,0.133,,FALSE
ip-172-31-31-147,1698162420,1698175525.6180172,groupby,G1_1e8_1e2_5_0,100000000,sum v1 by id1,96,2,spark,3.5.0,,.sql,1,1.819,0.022,TRUE,284994735,0.1,,FALSE
ip-172-31-31-147,1698162420,1698175526.329139,groupby,G1_1e8_1e2_5_0,100000000,sum v1 by id1,96,2,spark,3.5.0,,.sql,2,0.494,0.023,TRUE,284994735,0.039,,FALSE
ip-172-31-31-147,1698162420,1698175529.501824,groupby,G1_1e8_1e2_5_0,100000000,sum v1 by id1:id2,9216,3,spark,3.5.0,,.sql,1,2.875,0.023,TRUE,284994735,0.074,,FALSE
ip-172-31-31-147,1698162420,1698175530.9805589,groupby,G1_1e8_1e2_5_0,100000000,sum v1 by id1:id2,9216,3,spark,3.5.0,,.sql,2,1.233,0.023,TRUE,284994735,0.049,,FALSE
ip-172-31-31-147,1698162420,1698175535.4050107,groupby,G1_1e8_1e2_5_0,100000000,sum v1 mean v3 by id3,950001,3,spark,3.5.0,,.sql,1,3.951,0.023,TRUE,284994735;47500172.658,0.231,,FALSE
ip-172-31-31-147,1698162420,1698175538.2888322,groupby,G1_1e8_1e2_5_0,100000000,sum v1 mean v3 by id3,950001,3,spark,3.5.0,,.sql,2,2.607,0.023,TRUE,284994735;47500172.658,0.078,,FALSE
ip-172-31-31-147,1698162420,1698175539.4316523,groupby,G1_1e8_1e2_5_0,100000000,mean v1:v3 by id4,96,4,spark,3.5.0,,.sql,1,0.888,0.023,TRUE,287.992;767.969;4799.99,0.059,,FALSE
ip-172-31-31-147,1698162420,1698175540.0822365,groupby,G1_1e8_1e2_5_0,100000000,mean v1:v3 by id4,96,4,spark,3.5.0,,.sql,2,0.482,0.023,TRUE,287.992;767.969;4799.99,0.031,,FALSE
ip-172-31-31-147,1698162420,1698175542.9667878,groupby,G1_1e8_1e2_5_0,100000000,sum v1:v3 by id6,950001,4,spark,3.5.0,,.sql,1,2.385,0.023,TRUE,284994735;759971497;4750083909.4,0.273,,FALSE
ip-172-31-31-147,1698162420,1698175545.7892833,groupby,G1_1e8_1e2_5_0,100000000,sum v1:v3 by id6,950001,4,spark,3.5.0,,.sql,2,2.567,0.023,TRUE,284994735;759971497;4750083909.4,0.075,,FALSE
ip-172-31-31-147,1698162420,1698175549.09751,groupby,G1_1e8_1e2_5_0,100000000,max v1 - min v2 by id3,950001,2,spark,3.5.0,,.sql,1,2.859,0.023,TRUE,3798317,0.191,,FALSE
ip-172-31-31-147,1698162420,1698175551.8247566,groupby,G1_1e8_1e2_5_0,100000000,max v1 - min v2 by id3,950001,2,spark,3.5.0,,.sql,2,2.49,0.023,TRUE,3798317,0.064,,FALSE
ip-172-31-31-147,1698162420,1698175557.0698698,groupby,G1_1e8_1e2_5_0,100000000,largest two v3 by id6,1900002,2,spark,3.5.0,,.sql,1,4.78,0.023,TRUE,186996833.999,0.251,,FALSE
ip-172-31-31-147,1698162420,1698175561.1984892,groupby,G1_1e8_1e2_5_0,100000000,largest two v3 by id6,1900002,2,spark,3.5.0,,.sql,2,3.871,0.023,TRUE,186996833.999,0.077,,FALSE
ip-172-31-31-147,1698162420,1698175562.9528565,groupby,G1_1e8_1e2_5_0,100000000,regression v1 v2 by id2 id4,9216,3,spark,3.5.0,,.sql,1,1.513,0.023,TRUE,1.029,0.041,,FALSE
ip-172-31-31-147,1698162420,1698175564.783854,groupby,G1_1e8_1e2_5_0,100000000,regression v1 v2 by id2 id4,9216,3,spark,3.5.0,,.sql,2,1.642,0.023,TRUE,1.029,0.041,,FALSE
ip-172-31-31-147,1698162420,1698175577.7314425,groupby,G1_1e8_1e2_5_0,100000000,sum v3 count by id1:id6,99999338,8,spark,3.5.0,,.sql,1,11.822,0.023,TRUE,4750083909.4;100000000,0.575,,FALSE
ip-172-31-31-147,1698162420,1698175587.1522446,groupby,G1_1e8_1e2_5_0,100000000,sum v3 count by id1:id6,99999338,8,spark,3.5.0,,.sql,2,8.969,0.023,TRUE,4750083909.4;100000000,0.138,,FALSE
ip-172-31-31-147,1698162420,1698175731.095608,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 by id1,100,2,spark,3.5.0,,.sql,1,4.241,0.022,TRUE,2999924714,0.118,,FALSE
ip-172-31-31-147,1698162420,1698175734.331676,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 by id1,100,2,spark,3.5.0,,.sql,2,2.506,0.023,TRUE,2999924714,0.043,,FALSE
ip-172-31-31-147,1698162420,1698175742.888618,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 by id1:id2,10000,3,spark,3.5.0,,.sql,1,7.65,0.023,TRUE,2999924714,0.06,,FALSE
ip-172-31-31-147,1698162420,1698175750.055869,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 by id1:id2,10000,3,spark,3.5.0,,.sql,2,6.118,0.023,TRUE,2999924714,0.053,,FALSE
ip-172-31-31-147,1698162420,1698175794.5556695,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 mean v3 by id3,10000000,3,spark,3.5.0,,.sql,1,42.241,0.022,TRUE,2999924714;499986249.525,0.755,,FALSE
ip-172-31-31-147,1698162420,1698175820.0796957,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 mean v3 by id3,10000000,3,spark,3.5.0,,.sql,2,24.73,0.023,TRUE,2999924714;499986249.525,0.093,,FALSE
ip-172-31-31-147,1698162420,1698175824.0833752,groupby,G1_1e9_1e2_0_0,1000000000,mean v1:v3 by id4,100,4,spark,3.5.0,,.sql,1,2.757,0.023,TRUE,299.992;799.999;4999.87,0.071,,FALSE
ip-172-31-31-147,1698162420,1698175827.564878,groupby,G1_1e9_1e2_0_0,1000000000,mean v1:v3 by id4,100,4,spark,3.5.0,,.sql,2,2.578,0.023,TRUE,299.992;799.999;4999.87,0.042,,FALSE
ip-172-31-31-147,1698162420,1698175972.5666091,groupby,G1_1e9_1e2_0_0,1000000000,sum v1:v3 by id6,10000000,4,spark,3.5.0,,.sql,1,141.753,0.023,TRUE,2999924714;7999992854;49998699477.823,0.565,,FALSE
ip-172-31-31-147,1698162420,1698176035.8924913,groupby,G1_1e9_1e2_0_0,1000000000,sum v1:v3 by id6,10000000,4,spark,3.5.0,,.sql,2,62.15,0.023,TRUE,2999924714;7999992854;49998699477.823,0.077,,FALSE
ip-172-31-31-147,1698162420,1698176070.6816862,groupby,G1_1e9_1e2_0_0,1000000000,max v1 - min v2 by id3,10000000,2,spark,3.5.0,,.sql,1,33.279,0.023,TRUE,39987226,0.64,,FALSE
ip-172-31-31-147,1698162420,1698176093.046206,groupby,G1_1e9_1e2_0_0,1000000000,max v1 - min v2 by id3,10000000,2,spark,3.5.0,,.sql,2,21.502,0.023,TRUE,39987226,0.067,,FALSE
ip-172-31-31-147,1698162420,1698176133.2707036,groupby,G1_1e9_1e2_0_0,1000000000,largest two v3 by id6,20000000,2,spark,3.5.0,,.sql,1,38.935,0.023,TRUE,1970001789.633,0.547,,FALSE
ip-172-31-31-147,1698162420,1698176168.8588982,groupby,G1_1e9_1e2_0_0,1000000000,largest two v3 by id6,20000000,2,spark,3.5.0,,.sql,2,34.722,0.023,TRUE,1970001789.633,0.079,,FALSE
ip-172-31-31-147,1698162420,1698176175.4293604,groupby,G1_1e9_1e2_0_0,1000000000,regression v1 v2 by id2 id4,10000,3,spark,3.5.0,,.sql,1,5.439,0.023,TRUE,0.098,0.06,,FALSE
ip-172-31-31-147,1698162420,1698176181.5785263,groupby,G1_1e9_1e2_0_0,1000000000,regression v1 v2 by id2 id4,10000,3,spark,3.5.0,,.sql,2,5.074,0.023,TRUE,0.098,0.075,,FALSE
ip-172-31-31-147,1698162420,1698177002.672194,groupby,G1_1e9_1e2_0_0,1000000000,sum v3 count by id1:id6,1000000000,8,spark,3.5.0,,.sql,1,818.666,0.023,TRUE,49998699477.823;1000000000,1.05,,FALSE
ip-172-31-31-147,1698162420,1698177528.4658248,groupby,G1_1e9_1e2_0_0,1000000000,sum v3 count by id1:id6,1000000000,8,spark,3.5.0,,.sql,2,523.348,0.022,TRUE,49998699477.823;1000000000,1.033,,FALSE
ip-172-31-31-147,1698162420,1698177678.3964982,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 by id1,10,2,spark,3.5.0,,.sql,1,3.523,0.022,TRUE,2999933732,0.109,,FALSE
ip-172-31-31-147,1698162420,1698177681.3936334,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 by id1,10,2,spark,3.5.0,,.sql,2,2.222,0.023,TRUE,2999933732,0.034,,FALSE
ip-172-31-31-147,1698162420,1698177686.9144437,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 by id1:id2,100,3,spark,3.5.0,,.sql,1,4.445,0.023,TRUE,2999933732,0.061,,FALSE
ip-172-31-31-147,1698162420,1698177691.1623197,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 by id1:id2,100,3,spark,3.5.0,,.sql,2,3.394,0.023,TRUE,2999933732,0.036,,FALSE
ip-172-31-31-147,1698162420,1698177762.782026,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 mean v3 by id3,99995434,3,spark,3.5.0,,.sql,1,69.04,0.023,TRUE,2999933732;4999733094.991,0.664,,FALSE
ip-172-31-31-147,1698162420,1698177926.404407,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 mean v3 by id3,99995434,3,spark,3.5.0,,.sql,2,161.286,0.023,TRUE,2999933732;4999733094.991,0.138,,FALSE
ip-172-31-31-147,1698162420,1698177930.63447,groupby,G1_1e9_1e1_0_0,1000000000,mean v1:v3 by id4,10,4,spark,3.5.0,,.sql,1,2.398,0.023,TRUE,29.999;79.999;499.997,0.069,,FALSE
ip-172-31-31-147,1698162420,1698177933.7449796,groupby,G1_1e9_1e1_0_0,1000000000,mean v1:v3 by id4,10,4,spark,3.5.0,,.sql,2,2.195,0.023,TRUE,29.999;79.999;499.997,0.081,,FALSE
ip-172-31-31-147,1698162420,1698177985.6857324,groupby,G1_1e9_1e1_0_0,1000000000,sum v1:v3 by id6,99995520,4,spark,3.5.0,,.sql,1,50.008,0.023,TRUE,2999933732;7999944432;49999721739.837,0.572,,FALSE
ip-172-31-31-147,1698162420,1698178033.7337544,groupby,G1_1e9_1e1_0_0,1000000000,sum v1:v3 by id6,99995520,4,spark,3.5.0,,.sql,2,46.771,0.023,TRUE,2999933732;7999944432;49999721739.837,0.129,,FALSE
ip-172-31-31-147,1698162420,1698178060.466802,groupby,G1_1e9_1e1_0_0,1000000000,max v1 - min v2 by id3,99995434,2,spark,3.5.0,,.sql,1,25.134,0.023,TRUE,278916351,0.589,,FALSE
ip-172-31-31-147,1698162420,1698178085.5280244,groupby,G1_1e9_1e1_0_0,1000000000,max v1 - min v2 by id3,99995434,2,spark,3.5.0,,.sql,2,24.165,0.023,TRUE,278916351,0.102,,FALSE
ip-172-31-31-147,1698162420,1698178120.9957464,groupby,G1_1e9_1e1_0_0,1000000000,largest two v3 by id6,199945478,2,spark,3.5.0,,.sql,1,34.108,0.023,TRUE,17000225998.514,0.237,,FALSE
ip-172-31-31-147,1698162420,1698178151.9749804,groupby,G1_1e9_1e1_0_0,1000000000,largest two v3 by id6,199945478,2,spark,3.5.0,,.sql,2,30.01,0.023,TRUE,17000225998.514,0.136,,FALSE
ip-172-31-31-147,1698162420,1698178156.7429764,groupby,G1_1e9_1e1_0_0,1000000000,regression v1 v2 by id2 id4,100,3,spark,3.5.0,,.sql,1,3.449,0.023,TRUE,0.0,0.035,,FALSE
ip-172-31-31-147,1698162420,1698178160.5767117,groupby,G1_1e9_1e1_0_0,1000000000,regression v1 v2 by id2 id4,100,3,spark,3.5.0,,.sql,2,3.005,0.023,TRUE,0.0,0.04,,FALSE
ip-172-31-31-147,1698162420,1698178842.537962,groupby,G1_1e9_1e1_0_0,1000000000,sum v3 count by id1:id6,1000000000,8,spark,3.5.0,,.sql,1,679.303,0.023,TRUE,49999721739.837;1000000000,1.069,,FALSE
ip-172-31-31-147,1698162420,1698179439.3041353,groupby,G1_1e9_1e1_0_0,1000000000,sum v3 count by id1:id6,1000000000,8,spark,3.5.0,,.sql,2,593.837,0.024,TRUE,49999721739.837;1000000000,0.967,,FALSE
ip-172-31-31-147,1698162420,1698179636.7019572,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 by id1,100,2,spark,3.5.0,,.sql,1,3.307,0.022,TRUE,2999924714,0.097,,FALSE
ip-172-31-31-147,1698162420,1698179639.4047701,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 by id1,100,2,spark,3.5.0,,.sql,2,2.018,0.022,TRUE,2999924714,0.033,,FALSE
ip-172-31-31-147,1698162420,1698179643.4345744,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 by id1:id2,10000,3,spark,3.5.0,,.sql,1,3.352,0.022,TRUE,2999924714,0.036,,FALSE
ip-172-31-31-147,1698162420,1698179646.8705752,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 by id1:id2,10000,3,spark,3.5.0,,.sql,2,2.852,0.022,TRUE,2999924714,0.028,,FALSE
ip-172-31-31-147,1698162420,1698179690.3347259,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 mean v3 by id3,10000000,3,spark,3.5.0,,.sql,1,42.248,0.022,TRUE,2999924714;499986249.525,0.518,,FALSE
ip-172-31-31-147,1698162420,1698179813.10599,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 mean v3 by id3,10000000,3,spark,3.5.0,,.sql,2,121.779,0.022,TRUE,2999924714;499986249.525,0.083,,FALSE
ip-172-31-31-147,1698162420,1698179816.3886068,groupby,G1_1e9_1e2_0_1,1000000000,mean v1:v3 by id4,100,4,spark,3.5.0,,.sql,1,2.563,0.022,TRUE,299.992;799.999;4999.87,0.074,,FALSE
ip-172-31-31-147,1698162420,1698179818.9950376,groupby,G1_1e9_1e2_0_1,1000000000,mean v1:v3 by id4,100,4,spark,3.5.0,,.sql,2,1.976,0.022,TRUE,299.992;799.999;4999.87,0.038,,FALSE
ip-172-31-31-147,1698162420,1698179955.6150255,groupby,G1_1e9_1e2_0_1,1000000000,sum v1:v3 by id6,10000000,4,spark,3.5.0,,.sql,1,132.973,0.022,TRUE,2999924714;7999992854;49998699477.823,0.62,,FALSE
ip-172-31-31-147,1698162420,1698179977.7200165,groupby,G1_1e9_1e2_0_1,1000000000,sum v1:v3 by id6,10000000,4,spark,3.5.0,,.sql,2,20.359,0.022,TRUE,2999924714;7999992854;49998699477.823,0.091,,FALSE
ip-172-31-31-147,1698162420,1698180002.8228812,groupby,G1_1e9_1e2_0_1,1000000000,max v1 - min v2 by id3,10000000,2,spark,3.5.0,,.sql,1,23.872,0.022,TRUE,39987226,0.173,,FALSE
ip-172-31-31-147,1698162420,1698180028.9591303,groupby,G1_1e9_1e2_0_1,1000000000,max v1 - min v2 by id3,10000000,2,spark,3.5.0,,.sql,2,24.156,0.022,TRUE,39987226,0.316,,FALSE
ip-172-31-31-147,1698162420,1698180068.3831751,groupby,G1_1e9_1e2_0_1,1000000000,largest two v3 by id6,20000000,2,spark,3.5.0,,.sql,1,37.742,0.022,TRUE,1970001789.633,0.507,,FALSE
ip-172-31-31-147,1698162420,1698180221.26787,groupby,G1_1e9_1e2_0_1,1000000000,largest two v3 by id6,20000000,2,spark,3.5.0,,.sql,2,152.014,0.022,TRUE,1970001789.633,0.108,,FALSE
ip-172-31-31-147,1698162420,1698180227.0668492,groupby,G1_1e9_1e2_0_1,1000000000,regression v1 v2 by id2 id4,10000,3,spark,3.5.0,,.sql,1,4.73,0.022,TRUE,0.098,0.052,,FALSE
ip-172-31-31-147,1698162420,1698180232.0138843,groupby,G1_1e9_1e2_0_1,1000000000,regression v1 v2 by id2 id4,10000,3,spark,3.5.0,,.sql,2,4.004,0.022,TRUE,0.098,0.044,,FALSE
ip-172-31-31-147,1698162420,1698180757.0398347,groupby,G1_1e9_1e2_0_1,1000000000,sum v3 count by id1:id6,1000000000,8,spark,3.5.0,,.sql,1,521.833,0.022,TRUE,49998699477.823;1000000000,1.019,,FALSE
ip-172-31-31-147,1698162420,1698181221.419218,groupby,G1_1e9_1e2_0_1,1000000000,sum v3 count by id1:id6,1000000000,8,spark,3.5.0,,.sql,2,461.393,0.022,TRUE,49998699477.823;1000000000,0.811,,FALSE
ip-172-31-31-147,1698162420,1698181379.4379807,groupby,G1_1e9_1e2_5_0,1000000000,sum v1 by id1,96,2,spark,3.5.0,,.sql,1,4.922,0.022,TRUE,2849922064,0.128,,FALSE
ip-172-31-31-147,1698162420,1698181382.8321788,groupby,G1_1e9_1e2_5_0,1000000000,sum v1 by id1,96,2,spark,3.5.0,,.sql,2,2.571,0.022,TRUE,2849922064,0.041,,FALSE
ip-172-31-31-147,1698162420,1698181390.6521091,groupby,G1_1e9_1e2_5_0,1000000000,sum v1 by id1:id2,9216,3,spark,3.5.0,,.sql,1,6.735,0.022,TRUE,2849922064,0.064,,FALSE
ip-172-31-31-147,1698162420,1698181398.041615,groupby,G1_1e9_1e2_5_0,1000000000,sum v1 by id1:id2,9216,3,spark,3.5.0,,.sql,2,6.341,0.022,TRUE,2849922064,0.052,,FALSE
ip-172-31-31-147,1698162420,1698181431.9749773,groupby,G1_1e9_1e2_5_0,1000000000,sum v1 mean v3 by id3,9500001,3,spark,3.5.0,,.sql,1,31.108,0.022,TRUE,2849922064;474988853.389,0.767,,FALSE
ip-172-31-31-147,1698162420,1698181558.7219856,groupby,G1_1e9_1e2_5_0,1000000000,sum v1 mean v3 by id3,9500001,3,spark,3.5.0,,.sql,2,124.834,0.022,TRUE,2849922064;474988853.389,0.083,,FALSE
ip-172-31-31-147,1698162420,1698181562.3353932,groupby,G1_1e9_1e2_5_0,1000000000,mean v1:v3 by id4,96,4,spark,3.5.0,,.sql,1,2.506,0.022,TRUE,287.993;768.003;4799.897,0.072,,FALSE
ip-172-31-31-147,1698162420,1698181565.1166918,groupby,G1_1e9_1e2_5_0,1000000000,mean v1:v3 by id4,96,4,spark,3.5.0,,.sql,2,2.113,0.022,TRUE,287.993;768.003;4799.897,0.041,,FALSE
ip-172-31-31-147,1698162420,1698181586.3680165,groupby,G1_1e9_1e2_5_0,1000000000,sum v1:v3 by id6,9500001,4,spark,3.5.0,,.sql,1,19.483,0.022,TRUE,2849922064;7600000111;47498842805.649,0.62,,FALSE
ip-172-31-31-147,1698162420,1698181604.9811506,groupby,G1_1e9_1e2_5_0,1000000000,sum v1:v3 by id6,9500001,4,spark,3.5.0,,.sql,2,17.03,0.022,TRUE,2849922064;7600000111;47498842805.649,0.074,,FALSE
ip-172-31-31-147,1698162420,1698181628.181425,groupby,G1_1e9_1e2_5_0,1000000000,max v1 - min v2 by id3,9500001,2,spark,3.5.0,,.sql,1,21.547,0.022,TRUE,37982992,0.652,,FALSE
ip-172-31-31-147,1698162420,1698181649.511538,groupby,G1_1e9_1e2_5_0,1000000000,max v1 - min v2 by id3,9500001,2,spark,3.5.0,,.sql,2,20.399,0.022,TRUE,37982992,0.071,,FALSE
ip-172-31-31-147,1698162420,1698181679.8061643,groupby,G1_1e9_1e2_5_0,1000000000,largest two v3 by id6,19000002,2,spark,3.5.0,,.sql,1,28.831,0.022,TRUE,1870003947.143,0.611,,FALSE
ip-172-31-31-147,1698162420,1698181708.8783207,groupby,G1_1e9_1e2_5_0,1000000000,largest two v3 by id6,19000002,2,spark,3.5.0,,.sql,2,28.221,0.022,TRUE,1870003947.143,0.077,,FALSE
ip-172-31-31-147,1698162420,1698181716.454134,groupby,G1_1e9_1e2_5_0,1000000000,regression v1 v2 by id2 id4,9216,3,spark,3.5.0,,.sql,1,6.509,0.022,TRUE,0.099,0.067,,FALSE
ip-172-31-31-147,1698162420,1698181723.0061393,groupby,G1_1e9_1e2_5_0,1000000000,regression v1 v2 by id2 id4,9216,3,spark,3.5.0,,.sql,2,5.795,0.022,TRUE,0.099,0.085,,FALSE
ip-172-31-31-147,1698162420,1698182556.7516778,groupby,G1_1e9_1e2_5_0,1000000000,sum v3 count by id1:id6,999939563,8,spark,3.5.0,,.sql,1,830.82,0.021,TRUE,47498842805.648;1000000000,1.077,,FALSE
ip-172-31-31-147,1698162420,1698183082.1401458,groupby,G1_1e9_1e2_5_0,1000000000,sum v3 count by id1:id6,999939563,8,spark,3.5.0,,.sql,2,522.954,0.021,TRUE,47498842805.648;1000000000,1.129,,FALSE
ip-172-31-31-147,1698162420,1698183125.2847009,join,J1_1e7_NA_0_0,10000000,small inner on int,8998860,9,spark,3.5.0,,.sql,1,1.332,0.022,TRUE,450015153.577;347720187.395,0.603,,False
ip-172-31-31-147,1698162420,1698183126.618036,join,J1_1e7_NA_0_0,10000000,small inner on int,8998860,9,spark,3.5.0,,.sql,2,0.89,0.023,TRUE,450015153.577;347720187.395,0.208,,False
ip-172-31-31-147,1698162420,1698183128.1553373,join,J1_1e7_NA_0_0,10000000,medium inner on int,8998412,11,spark,3.5.0,,.sql,1,1.133,0.023,TRUE,449954076.026;449999844.938,0.115,,False
ip-172-31-31-147,1698162420,1698183129.31866,join,J1_1e7_NA_0_0,10000000,medium inner on int,8998412,11,spark,3.5.0,,.sql,2,0.942,0.023,TRUE,449954076.026;449999844.938,0.077,,False
